datetimes,neighborhoods,titles,addresses,property_types,bedrooms,bathrooms,sqfts,prices,links
2020-08-21 09:13:00,City Heights,1 Bedroom Upstairs unit Cheap Rent!,3696 Marlborough Ave.,apartment,1.0,1.0,600.0,1295,https://sandiego.craigslist.org/csd/apa/d/san-diego-1-bedroom-upstairs-unit-cheap/7181566560.html
2020-08-21 09:12:00,"5802 University Ave, San Diego, Ca",Get intimate with Love *6 Weeks Free On An 18-Month Lease*,5802 University Ave near 58th Street,apartment,1.0,1.0,650.0,1680,https://sandiego.craigslist.org/csd/apa/d/san-diego-get-intimate-with-love-6/7181566427.html
2020-08-21 09:12:00,Nimitz Blvd And W Point Loma Blvd,Upgraded Features | Balcony | Sun Deck | Great San Diego Location,4392 W Point Loma Blvd,apartment,2.0,2.0,828.0,2295,https://sandiego.craigslist.org/csd/apa/d/san-diego-upgraded-features-balcony-sun/7181546022.html
2020-08-21 09:12:00,La Jolla,Large 2 Bedroom Unit with Great Amenities,Via Alicante,condo,2.0,2.0,978.0,2595,https://sandiego.craigslist.org/csd/apa/d/la-jolla-large-2-bedroom-unit-with/7181565871.html
2020-08-21 09:11:00,La Jolla Shores,1 BR Condo! Walk to La Jolla Shores Beach!,2510 Torrey Pines Road Unit 402,condo,1.0,1.0,631.0,1795,https://sandiego.craigslist.org/csd/apa/d/la-jolla-1-br-condo-walk-to-la-jolla/7169816173.html
2020-08-21 09:11:00,Mira Mesa,***Large home***,102929 Covina Pl,house,3.0,2.0,1680.0,2900,https://sandiego.craigslist.org/csd/apa/d/san-diego-large-home/7181565661.html
2020-08-21 09:11:00,East Chula Vista,1 BED /  1 BATH WITH AC! WE ARE OPEN! CALL NOW!,536 East H Street,apartment,1.0,1.0,,1845,https://sandiego.craigslist.org/ssd/apa/d/chula-vista-1-bed-1-bath-with-ac-we-are/7181565484.html
2020-08-21 09:11:00,Mission Valley,Relax at the Saltwater Pools in our Resort Style Community!,7777 Westside Drive near Mission Center Road,apartment,0.0,1.0,546.0,1815,https://sandiego.craigslist.org/csd/apa/d/san-diego-relax-at-the-saltwater-pools/7181565299.html
2020-08-21 09:10:00,City Heights,1 Bedroom Downstairs corner/end unit,2617 Highland Ave.,apartment,1.0,1.0,550.0,1395,https://sandiego.craigslist.org/csd/apa/d/san-diego-1-bedroom-downstairs-corner/7181564476.html
2020-08-21 09:10:00,Kensington,3 Bedroom 2 Bath Walking distance to everything in Kensington,4620 Van Dyke,house,3.0,2.0,1479.0,4200,https://sandiego.craigslist.org/csd/apa/d/san-diego-3-bedroom-2-bath-walking/7181564226.html
2020-08-21 09:09:00,University City /Utc/San Diego,$500 off 1st months rent...UNIVERSITY CITY/UTC,9546 EASTER WAY near EASTGATE MALL,condo,3.0,1.5,1113.0,2775,https://sandiego.craigslist.org/csd/apa/d/san-diego-500-off-1st-months/7181563870.html
2020-08-21 09:09:00,"Ramona, Ca","2bx1ba available now! On-site Pool, Comm. Gril & Laundry Rm!",118 14th St.,apartment,2.0,1.0,700.0,1495,https://sandiego.craigslist.org/nsd/apa/d/ramona-2bx1ba-available-now-on-site/7177488411.html
2020-08-21 09:06:00,San Diego,Now Accepting Waiting List Application!!!,5757 University ave near 58th st,apartment,1.0,1.0,650.0,1495,https://sandiego.craigslist.org/ssd/apa/d/san-diego-now-accepting-waiting-list/7181553748.html
2020-08-21 09:06:00,Del Mar,Luxury 1B/1B w/parking in HOA Condo inc. water/trash,3887 Pell Pl,condo,1.0,1.0,,2100,https://sandiego.craigslist.org/csd/apa/d/san-diego-luxury-1b-1b-parking-in-hoa/7181560692.html
2020-08-21 09:05:00,Imperial Beach,2br/1 bath,805 florida street near donax ave,apartment,2.0,1.0,,1325,https://sandiego.craigslist.org/ssd/apa/d/imperial-beach-2br-1-bath/7181559948.html
2020-08-21 09:04:00,Valley Center,"One Bedroom, One Bath House for Rent",Lilac Knolls Rd near Lilac Rd,house,1.0,1.0,400.0,1575,https://sandiego.craigslist.org/nsd/apa/d/escondido-one-bedroom-one-bath-house/7179858606.html
2020-08-21 09:04:00,San Marcos,"3 bedroom, single level home- San Marcos",Lampasas Way near Las Cruces,house,3.0,2.0,1161.0,2500,https://sandiego.craigslist.org/nsd/apa/d/san-marcos-3-bedroom-single-level-home/7177385700.html
2020-08-21 09:03:00,Escondido,2X2 APARTMENT HOME W/ $0 APPLICATION FEES + $900* MOVE IN CREDIT!,2035 S. ESCONDIDO BLVD,apartment,2.0,2.0,,1935,https://sandiego.craigslist.org/nsd/apa/d/escondido-2x2-apartment-home-0/7181556976.html
2020-08-21 09:03:00,Santee,"EXCELLENT LOCATION!  2 BEDROOM, 1 BATHROOM  APARTMENT COMING SOON!",8655 Graves Ave,apartment,2.0,1.0,,1660,https://sandiego.craigslist.org/esd/apa/d/santee-excellent-location-2-bedroom-1/7181558865.html
2020-08-21 09:03:00,North Park,Tiny Living! $1695.00 1 bedroom Cottage,Arizona near Dwight,duplex,1.0,1.0,,1695,https://sandiego.craigslist.org/csd/apa/d/san-diego-tiny-living-bedroom-cottage/7169513479.html
2020-08-21 09:03:00,San Diego,The Reserve at 4S Ranch,10411 Reserve Drive,apartment,1.0,1.0,801.0,1875,https://sandiego.craigslist.org/nsd/apa/d/san-diego-the-reserve-at-4s-ranch/7181558554.html
2020-08-21 09:02:00,Downtown,++ Lovely and quiet Studio close to Little Italy and Balboa Park!,889 Date #342,condo,0.0,1.0,671.0,1475,https://sandiego.craigslist.org/csd/apa/d/san-diego-lovely-and-quiet-studio-close/7181517486.html
2020-08-21 09:01:00,Santee,REMARKABLE TWO BEDROOM ONE BATH COMING SOON!,8655 Graves Ave. near Prospect Ave,apartment,2.0,1.0,,1660,https://sandiego.craigslist.org/esd/apa/d/santee-remarkable-two-bedroom-one-bath/7181557500.html
2020-08-21 09:01:00,Encinitas/Leucadia,"- 3 BEDROOM, 2 BATH DUPLEX with 2-CAR GARAGE and Large Yard near Beach",1410 Hygeia Ave near Sanford,duplex,3.0,2.0,1170.0,3500,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-3-bedroom-2-bath-duplex-with-2/7177488304.html
2020-08-21 09:00:00,Rancho Penasquitos,"2 BD/2BA REMODELED TOP FLOOR CONDO, VAULTED CEILINGS, IN UNIT LAUNDRY",9439 Fairgrove Ln near Black Mountain Road,condo,2.0,2.0,941.0,2300,https://sandiego.craigslist.org/nsd/apa/d/san-diego-2-bd-2ba-remodeled-top-floor/7181556774.html
2020-08-21 08:58:00,"2414 S Escondido Blvd Escondido, Ca",Beautiful 2 Bedroom 2 Bath! Top Floor! Garage Parking,2414 S Escondido Blvd,apartment,2.0,2.0,1114.0,2345,https://sandiego.craigslist.org/nsd/apa/d/escondido-beautiful-2-bedroom-2-bath/7181555347.html
2020-08-21 08:58:00,"100 Citronica Lane & 3485 Olive Street Lemon Grove, Ca",1x1 unit with great view of lemon grove,100 Citronica lane & 3485 Olive street,apartment,1.0,1.0,798.0,1929,https://sandiego.craigslist.org/csd/apa/d/lemon-grove-1x1-unit-with-great-view-of/7177449938.html
2020-08-21 08:58:00,Rancho Santa Fe,EXPERIENCE RANCHA SANTA FE LUXURY at Palma de la Reina!!,"5533 Cancha de Golf, Ste. 102 near Via de la Valle",apartment,2.0,2.0,995.0,2745,https://sandiego.craigslist.org/nsd/apa/d/rancho-santa-fe-experience-rancha-santa/7167119415.html
2020-08-21 08:58:00,"Vista, Carlsbad, San Marcos",RARE 3 BED APT W/ ATTACH GARAGE @ AVALON VISTA,701 Breeze Hill Rd near Melrose,apartment,3.0,2.0,1456.0,3200,https://sandiego.craigslist.org/nsd/apa/d/rare-3-bed-apt-attach-garage-avalon/7181554734.html
2020-08-21 08:57:00,San Diego,Accepting Waiting List Application!!!,5757 University ave near 58th,apartment,1.0,1.0,650.0,1495,https://sandiego.craigslist.org/ssd/apa/d/san-diego-accepting-waiting-list/7179677787.html
2020-08-21 08:57:00,San Diego,Now Accepting Waiting List Applications!!,5757 University Ave near 58th Street,apartment,1.0,1.0,650.0,1495,https://sandiego.craigslist.org/ssd/apa/d/san-diego-now-accepting-waiting-list/7181554040.html
2020-08-21 08:55:00,Ocean Beach,"GREAT LOCATION, SPACIOUS, BLOCKS TO BEACH!",4679 Voltaire Street,apartment,1.0,1.0,,1450,https://sandiego.craigslist.org/csd/apa/d/san-diego-great-location-spacious/7180133395.html
2020-08-21 08:52:00,Mission Bay,Large 2 Bedroom unit Overlooking Mission Bay,Ocean Front Walk,condo,2.0,2.0,800.0,3395,https://sandiego.craigslist.org/csd/apa/d/san-diego-large-2-bedroom-unit/7181550649.html
2020-08-21 08:51:00,Near Shopping And Freeways,1st Floor 1/Bed 1/Bath Coming Soon!,420 SMILAX RD near Oleander,apartment,1.0,1.0,750.0,1620,https://sandiego.craigslist.org/nsd/apa/d/vista-1st-floor-1-bed-1-bath-coming-soon/7181549490.html
2020-08-21 08:49:00,Bankers Hill,Modern 2-Bed/2-Bath Bankers Hill Apartment with Fabulous Views,4th Ave near Palm St,apartment,2.0,2.0,955.0,3650,https://sandiego.craigslist.org/csd/apa/d/san-diego-modern-2-bed-2-bath-bankers/7171601037.html
2020-08-21 08:49:00,"Oceanside,Vista",WELCOME HOME! THIS 2BED 2BATH CAN BE YOURS WITH $0 APPLICATION FEE!,1904 College Blvd near Oceanside Blvd,apartment,2.0,2.0,,1955,https://sandiego.craigslist.org/nsd/apa/d/welcome-home-this-2bed-2bath-can-be/7181548061.html
2020-08-21 08:47:00,Paradise Hills,3 bedroom townhome in Paradise Hills!,6860 Bear River Row near Ramfos,house,3.0,2.0,1183.0,2400,https://sandiego.craigslist.org/ssd/apa/d/san-diego-3-bedroom-townhome-in/7181518963.html
2020-08-21 08:45:00,San Diego,😍 😍 😍 😍  2BR/2 FULL BATH NEAR DOWNTOWN      😍 😍  😍  😍,Broadway near 28th Street,apartment,2.0,2.0,860.0,1595,https://sandiego.craigslist.org/esd/apa/d/san-diego-2br-2-full-bath-near-downtown/7168725194.html
2020-08-21 08:42:00,El Cajon,Special: NO APPLICATION FEE!!!,South Mollison Avenue near Merritt Drive,apartment,2.0,1.0,850.0,1800,https://sandiego.craigslist.org/esd/apa/d/el-cajon-special-no-application-fee/7181534949.html
2020-08-21 08:42:00,Clairemont,"2622 Tonto Wy, Dual Pane Windows, All Appl's, Fplc, 2 Car Garage",2622 Tonto Way near Epinette Ave,house,4.0,2.0,1352.0,3150,https://sandiego.craigslist.org/csd/apa/d/la-jolla-2622-tonto-wy-dual-pane/7180042286.html
2020-08-21 08:42:00,Rancho Bernardo,"15377 Maturin Dr #196 - AC, Granite Counters, Minutes to 15 & 4S Shops",15377 Maturin Drive,condo,1.0,1.0,540.0,1795,https://sandiego.craigslist.org/csd/apa/d/san-diego-maturin-dr-ac-granite/7173136339.html
2020-08-21 08:42:00,College Area,"4540 60th Street #306 - Gated, All Appliances, Comm Pool/Spa",4540 60th Street,condo,2.0,2.0,845.0,1775,https://sandiego.craigslist.org/csd/apa/d/san-diego-th-street-gated-all/7173145482.html
2020-08-21 08:42:00,Carmel Valley,"12613 Crest Knolls, 3 car garage, 2642 sqft!",12613 Crest Knolls,house,4.0,2.5,2642.0,4395,https://sandiego.craigslist.org/csd/apa/d/san-diego-crest-knolls-3-car-garage/7171983923.html
2020-08-21 08:41:00,San Marcos,"443 Almond Road - Gated, resort like complex, AC, garage!",443 Almond Road,house,2.0,2.5,879.0,2095,https://sandiego.craigslist.org/nsd/apa/d/san-marcos-443-almond-road-gated-resort/7172525390.html
2020-08-21 08:41:00,University City,"7405 Charmant Dr #2014, Near UCSD, Fireplace, 2 Parking Spaces",7405 Charmant Drive,apartment,2.0,2.0,1037.0,2400,https://sandiego.craigslist.org/csd/apa/d/la-jolla-7405-charmant-dr-2014-near/7172000872.html
2020-08-21 08:41:00,Sabre Springs,"11021 Catarina Lane #298 - AC, Wood floors, pool, spa & tennis!",11021 Catarina Lane,condo,2.0,2.0,956.0,2250,https://sandiego.craigslist.org/csd/apa/d/san-diego-catarina-lane-ac-wood-floors/7171993393.html
2020-08-21 08:41:00,Rancho Bernardo,"15730 Via Calanova, Rmdld, AC, Fireplace, Attchd 2 Car Gar w/ Opener.",15730 Via Calanova near Calle Pueblito,house,3.0,2.0,1708.0,3100,https://sandiego.craigslist.org/csd/apa/d/san-diego-via-calanova-rmdld-ac/7177242302.html
2020-08-21 08:40:00,Vista,"2 BED 2 BATH - SWIM, SLEEP, & PLAY IN STYLE AT SHADOWRIDGE!",1510 S. MELROSE,apartment,2.0,2.0,,2025,https://sandiego.craigslist.org/nsd/apa/d/vista-2-bed-2-bath-swim-sleep-play-in/7181541561.html
2020-08-21 08:38:00,San Diego / College Area / Sdsu,Amazing Dual Master Bedroom Condo! It's Got Everything You Want!,3955 Faircross Place,condo,2.0,2.0,,2000,https://sandiego.craigslist.org/csd/apa/d/san-diego-amazing-dual-master-bedroom/7171016589.html
2020-08-21 08:36:00,El Cajon,"Greentree Apartments! Laundry On-Site,Electric Kitchen and More!",182 Orlando St,apartment,1.0,1.0,925.0,1275,https://sandiego.craigslist.org/esd/apa/d/el-cajon-greentree-apartments-laundry/7179164541.html
2020-08-21 08:36:00,Pacific Beach,This apartment is by the Beach! Paradise Palms! Great Location!,2750 Grand Ave,apartment,1.0,1.0,,1625,https://sandiego.craigslist.org/csd/apa/d/san-diego-this-apartment-is-by-the/7177694105.html
2020-08-21 08:36:00,All The Apartment Homes Come With Detached Garage🤗,"😍At Last, This Is What You've Been Searching For.😍",420 Smilax Rd. near Oleander,apartment,2.0,2.0,896.0,1750,https://sandiego.craigslist.org/nsd/apa/d/vista-at-last-this-is-what-youve-been/7181538316.html
2020-08-21 08:36:00,El Cajon,"Montebello Villas Apartments! Hardwood Floors, On-Site Laundry & More!",1055 S Mollison Ave,apartment,2.0,2.0,,1595,https://sandiego.craigslist.org/esd/apa/d/el-cajon-montebello-villas-apartments/7179780471.html
2020-08-21 08:36:00,Spring Valley,Rancho Del Sol Apartments! Fitness Center & Laundry Facility On-Site!,10130 Austin Drive,apartment,2.0,2.0,,1750,https://sandiego.craigslist.org/esd/apa/d/spring-valley-rancho-del-sol-apartments/7179788680.html
2020-08-21 08:35:00,El Cajon,Westbrook Manor! Gated Complex and Sparkling Pool!,379 Orlando Street,apartment,2.0,2.0,,1445,https://sandiego.craigslist.org/esd/apa/d/el-cajon-westbrook-manor-gated-complex/7179802641.html
2020-08-21 08:34:00,Carmel Valley,"2 bd/2ba, Pell Place, next to Carmel Valley Rec Center",3887 Pell Place near Townsgate Dr.,apartment,2.0,2.0,1020.0,2500,https://sandiego.craigslist.org/nsd/apa/d/del-mar-2-bd-2ba-pell-place-next-to/7181537213.html
2020-08-21 08:34:00,"Santee, The Arbors On Magnolia",NEWLY REMODELED TOWNHOUSE W/GARAGE & WASHER/DRYER  HOOKUPS!,9700 Magnolia Park Dr.,apartment,2.0,1.5,,2070,https://sandiego.craigslist.org/esd/apa/d/santee-newly-remodeled-townhouse-garage/7181537129.html
2020-08-21 08:34:00,Pacific Beach,"3 BR, 3 FULL BA, LUXURY CONDOMINIUM TOWNHOUSE IN PACIFIC BEACH",1932 MISSOURI STREET near LAMONT,house,3.0,3.0,1320.0,3795,https://sandiego.craigslist.org/csd/apa/d/san-diego-3-br-3-full-ba-luxury/7181478578.html
2020-08-21 08:33:00,El Cajon,BEAUTIFUL UNITS! Recently remodeled! Ready Mid Sept!!,1556 E main St near Broadway,apartment,0.0,1.0,250.0,1045,https://sandiego.craigslist.org/esd/apa/d/el-cajon-beautiful-units-recently/7181536560.html
2020-08-21 08:33:00,"La Mesa, Ca","ONE-BEDROOM, ONE-BATHROOM APT. W/24-HOUR ACCESS TO LAUNDRY FACILITIES",5575 Shasta Lane near Lake Murray Blvd.,apartment,1.0,1.0,700.0,1600,https://sandiego.craigslist.org/esd/apa/d/la-mesa-one-bedroom-one-bathroom-apt-24/7181535986.html
2020-08-21 08:31:00,"Santee, The Arbors At Magnolia Park",GORGEOUS NEW REMODELED APARTMENT!,9700 Magnolia Park Drive,apartment,2.0,2.0,,2100,https://sandiego.craigslist.org/csd/apa/d/santee-gorgeous-new-remodeled-apartment/7181535013.html
2020-08-21 08:27:00,Hillcrest,*Be the 1st to live in this newly renovated townhouse! Move in special,4188 5th ave,house,1.0,1.0,725.0,1995,https://sandiego.craigslist.org/csd/apa/d/san-diego-be-the-1st-to-live-in-this/7181518085.html
2020-08-21 08:26:00,University City,3 bedroom townhouse with parking for 2!,7853 Camino Tranquilo,apartment,3.0,1.5,1126.0,2600,https://sandiego.craigslist.org/csd/apa/d/san-diego-3-bedroom-townhouse-with/7181516806.html
2020-08-21 08:26:00,North Pacific Beach,**Be the first to live in these newly renovated studio apartments!,901 Turquoise St near Bayard,apartment,0.0,1.0,350.0,1750,https://sandiego.craigslist.org/csd/apa/d/san-diego-be-the-first-to-live-in-these/7181517783.html
2020-08-21 08:24:00,"Escondido, Ca",BEST DEAL IN ESCONDIDO 2bed/ 2 full bath /garage water included,910 Martin dr near lincoln,apartment,2.0,2.0,960.0,1725,https://sandiego.craigslist.org/nsd/apa/d/escondido-best-deal-in-escondido-2bed-2/7181529776.html
2020-08-21 08:22:00,"Escondido, Ca",Beautiful Updated Interiors | Three Pools with Sun Deck and BBQ Grill,910 Del Dios Hwy,apartment,2.0,1.0,950.0,1790,https://sandiego.craigslist.org/nsd/apa/d/beautiful-updated-interiors-three-pools/7181513567.html
2020-08-21 08:21:00,Vista,One Bedroom One Bathroom Avail 8/31,1225 Palomar place,apartment,1.0,1.0,700.0,1495,https://sandiego.craigslist.org/nsd/apa/d/vista-one-bedroom-one-bathroom-avail-8/7175590155.html
2020-08-21 08:21:00,Mission Hills -Old Town,Recent Renovation 2/1with Garage Bay Parking,1912 San Diego Ave near California,apartment,2.0,1.0,850.0,1795,https://sandiego.craigslist.org/csd/apa/d/san-diego-recent-renovation-2-1with/7181527937.html
2020-08-21 08:20:00,La Jolla,Villa La Jolla,Villa La Jolla Dr near Gilman,condo,2.0,2.0,1000.0,2450,https://sandiego.craigslist.org/csd/apa/d/la-jolla-villa-la-jolla/7178178750.html
2020-08-21 08:19:00,North Park,Be the 1st to live in this newly renovated apartment!  Parking for,4123 Kansas St,apartment,2.0,1.0,800.0,2095,https://sandiego.craigslist.org/csd/apa/d/san-diego-be-the-1st-to-live-in-this/7181517515.html
2020-08-21 08:19:00,San Diego,"Recycling, Walk-In Shower, Hardwood Flooring",4178 Decoro St,apartment,2.0,1.0,900.0,2150,https://sandiego.craigslist.org/nsd/apa/d/san-diego-recycling-walk-in-shower/7179946525.html
2020-08-21 08:17:00,La Jolla,***SPACIOUS AND BRIGHT***,3243 CAMINITO EASTBLUFF 37,house,2.0,2.5,1458.0,3000,https://sandiego.craigslist.org/csd/apa/d/la-jolla-spacious-and-bright/7178665192.html
2020-08-21 08:15:00,Rancho San Diego,Offering Guided or Self Guided Tours! 1/1 @ $1775,2450 Hilton Head Pl. near Hilton Head Rd.,apartment,1.0,1.0,670.0,1775,https://sandiego.craigslist.org/esd/apa/d/spring-valley-offering-guided-or-self/7181523578.html
2020-08-21 08:14:00,San Marcos,"NEW HOME AWAITS! Beautiful Neighborhood, W/D, Detached Garage & More!",458 N Twin Oaks Valley Rd,apartment,2.0,2.0,950.0,2084,https://sandiego.craigslist.org/nsd/apa/d/san-marcos-new-home-awaits-beautiful/7181522386.html
2020-08-21 08:11:00,North Park,Unique 2BR/1BA Quiet Apartment,Herman Ave near Redwood St,apartment,2.0,1.0,750.0,1950,https://sandiego.craigslist.org/csd/apa/d/san-diego-unique-2br-1ba-quiet-apartment/7174098520.html
2020-08-21 08:09:00,12439 Julian Ave,1 Bedroom - Available Now in Lakeside!,12439 Julian Ave,apartment,1.0,1.0,,1135,https://sandiego.craigslist.org/esd/apa/d/lakeside-1-bedroom-available-now-in/7163992450.html
2020-08-21 08:09:00,El Cajon,$1575 2 Bedroom/1 Bath Apartment for Rent! Colony Court Apts,301 shady lane,apartment,2.0,1.0,,1575,https://sandiego.craigslist.org/esd/apa/d/el-cajon-bedroom-1-bath-apartment-for/7176748260.html
2020-08-21 08:08:00,Pacific Beach,Amazing apartment blocks away from the beach. .Fully furnished!,1502 La Playa Ave,condo,1.0,1.0,700.0,1720,https://sandiego.craigslist.org/csd/apa/d/san-diego-amazing-apartment-blocks-away/7181518239.html
2020-08-21 08:07:00,Linda Vista Fashion Valley,*Upgraded 2 bed 2 bath close to USD! Dual masters! Parking!,1266 Benicia St,apartment,2.0,2.0,1200.0,2195,https://sandiego.craigslist.org/csd/apa/d/san-diego-upgraded-2-bed-2-bath-close/7181517157.html
2020-08-21 08:05:00,East Village,EAST VILLAGE ICON HIGH RISE 13th FL LUXURY 2 BDR 2 BTH CONDO,321 10th Avenue near J Street,condo,2.0,2.0,1103.0,3300,https://sandiego.craigslist.org/csd/apa/d/san-diego-east-village-icon-high-rise/7181515747.html
2020-08-21 08:03:00,Escondido,"Park Setting Grounds, Pool, Fitness Center, 2 Playgrounds",1125 N Broadway,apartment,2.0,1.0,850.0,1795,https://sandiego.craigslist.org/nsd/apa/d/escondido-park-setting-grounds-pool/7171874856.html
2020-08-21 08:00:00,Rancho Penasquitos,New Studio in Beautiful Rancho Penasquitos,Penasquitos Drive near Carmel Mountain,house,1.0,1.0,,1375,https://sandiego.craigslist.org/nsd/apa/d/san-diego-new-studio-in-beautiful/7181512188.html
2020-08-21 07:59:00,"San Diego, Near Sdsu",WOW! SPECIALS!! 2 BED APTS! A/C! PARKING! POOL! PET FRIENDLY!,El Cajon Blvd near 63rd,apartment,2.0,2.0,,1700,https://sandiego.craigslist.org/csd/apa/d/san-diego-wow-specials-2-bed-apts-c/7176756939.html
2020-08-21 07:58:00,University City,"Great 2B/2BA Townhouse w/ Attached Garage, A/C & Balcony!",7205 Calabria Court Unit 9,condo,2.0,2.0,997.0,2350,https://sandiego.craigslist.org/csd/apa/d/san-diego-great-2b-2ba-townhouse/7174807815.html
2020-08-21 07:58:00,Marina District,"Upgraded1B/1BA Condo in Marina District w/ A/C, W/D & Reserved Parking",101 Market St Unit 319,condo,1.0,1.0,681.0,1950,https://sandiego.craigslist.org/csd/apa/d/san-diego-upgraded1b-1ba-condo-in/7166785507.html
2020-08-21 07:58:00,4S Ranch,Fabulous 3B/2.5BA with Washer/Dryer in 4S Ranch!,"9941 Fieldthorn St San Diego, CA 92127",house,3.0,2.5,1410.0,2995,https://sandiego.craigslist.org/csd/apa/d/san-diego-fabulous-3b-25ba-with-washer/7177423889.html
2020-08-21 07:58:00,San Diego,"Beautiful 3B/2BA w/ 2 Car Attached Garage, Washer/Dryer and Balcony!",12490 Heatherton Ct Unit 14,house,3.0,2.0,1303.0,2750,https://sandiego.craigslist.org/csd/apa/d/san-diego-beautiful-3b-2ba-2-car/7175766827.html
2020-08-21 07:58:00,East Village,"Gorgeous Studio w/ Upgraded Kitchen, A/C & W/D!",875 G Street Unit 401,condo,0.0,1.0,720.0,1750,https://sandiego.craigslist.org/csd/apa/d/san-diego-gorgeous-studio-upgraded/7173053794.html
2020-08-21 07:58:00,San Diego/College Area,1+1 APT ONLY $1520! $0 APP FEE & $99 DEPOSIT! GYM! PARKING! POOL!,6150 El Cajon Blvd,apartment,1.0,1.0,,1520,https://sandiego.craigslist.org/csd/apa/d/san-diego-11-apt-only-app-fee-99/7175381481.html
2020-08-21 07:58:00,Gaslamp District,Extra Large 1B/1BA Corner Unit in The Lofts @ 777!,777 6th Ave Unit 327,condo,1.0,1.0,788.0,1900,https://sandiego.craigslist.org/csd/apa/d/san-diego-extra-large-1b-1ba-corner/7179838943.html
2020-08-21 07:58:00,University City,"Stunning 5B/3BA Upgraded House w/ Canyon Views, W/D & Yard!",6058 Cozzens Street,house,5.0,3.0,2469.0,3995,https://sandiego.craigslist.org/csd/apa/d/san-diego-stunning-5b-3ba-upgraded/7179850902.html
2020-08-21 07:57:00,La Jolla Village/Beach,Immaculate 1b/1ba in La Jolla Village/Beach!,341 1/2 Prospect Street,apartment,1.0,1.0,,2075,https://sandiego.craigslist.org/csd/apa/d/la-jolla-immaculate-1b-1ba-in-la-jolla/7181488530.html
2020-08-21 07:57:00,1227 Greenfield Drive,El Cajon 2 bedroom Duplex,1227 Greenfield Drive near 2nd street,duplex,2.0,1.0,700.0,1650,https://sandiego.craigslist.org/esd/apa/d/el-cajon-el-cajon-2-bedroom-duplex/7178397611.html
2020-08-21 07:56:00,Great Location In North Park,"$1,550 - 1Br 650ft bedroom Apt. in North Park","3738, 31st Street near North Park Way",apartment,1.0,1.0,650.0,1550,https://sandiego.craigslist.org/csd/apa/d/san-diego-br-650ft-bedroom-apt-in-north/7174588035.html
2020-08-21 07:56:00,Sdsu/San Diego,$0 APP FEE! SEPT MOVE IN! SEVERAL FLOOR PLANS AVAILABLE!,6560 Montezuma Road,apartment,2.0,2.0,,1795,https://sandiego.craigslist.org/csd/apa/d/san-diego-0-app-fee-sept-move-in/7173033985.html
2020-08-21 07:56:00,2907 30Th Street,North Park Small studio apartment utilities and parking included,2907 30th Street,apartment,0.0,1.0,400.0,1395,https://sandiego.craigslist.org/csd/apa/d/san-diego-north-park-small-studio/7180049649.html
2020-08-21 07:56:00,Bankers Hill,1750  1 Bd 700 ft2 Charming apartment,2153 Front Street near Ivy and Hawthom St,apartment,1.0,1.0,700.0,1750,https://sandiego.craigslist.org/csd/apa/d/san-diego-bd-700-ft2-charming-apartment/7177078097.html
2020-08-21 07:56:00,La Mesa,*MOVE-IN SPECIAL* Discover Upscale La Mesa 1b/1ba + W/D in Unit,"4340 Palm Avenue, Unit C102",apartment,1.0,1.0,,1795,https://sandiego.craigslist.org/csd/apa/d/chula-vista-move-in-special-discover/7181490904.html
2020-08-21 07:56:00,Sdsu/San Diego,2+2 APT SEPTEMBER MOVE IN! MUST SEE! VIDEO & IN PERSON TOUR AVAILABLE!,6560 Montezuma Road near Reservoir Dr.,apartment,2.0,2.0,,1795,https://sandiego.craigslist.org/csd/apa/d/san-diego-22-apt-september-move-in-must/7172024669.html
2020-08-21 07:55:00,College Area/San Diego,BEAUTIFUL 2+2 APT! PET FRIENDLY! POOL! PARKING!,6595 Montezuma Road near Reservoir Dr.,apartment,2.0,1.0,,1695,https://sandiego.craigslist.org/csd/apa/d/san-diego-beautiful-22-apt-pet-friendly/7164228162.html
2020-08-21 07:52:00,San Diego/College Area,VIDEO TOUR THIS UPGRADED 2+2 APT & ASK FOR SPECIALS!! SEPT MOVE IN!,6595 Montezuma Rd,apartment,2.0,2.0,,1840,https://sandiego.craigslist.org/csd/apa/d/san-diego-video-tour-this-upgraded-22/7176352966.html
2020-08-21 07:51:00,College Area/San Diego,SPECIALS FOR THIS 2+2 APT! PET FRIENDLY! LUXURIOUS AMENITIES!,6621 Montezuma Rd,apartment,2.0,2.0,,1880,https://sandiego.craigslist.org/csd/apa/d/san-diego-specials-for-this-22-apt-pet/7175740874.html
2020-08-21 07:50:00,El Cajon,El Cajon: Bright & Spacious Upstairs 1 Bed/1 Bath w/ Pool View!,"234 West Park Avenue, Unit 28",apartment,1.0,1.0,,1300,https://sandiego.craigslist.org/csd/apa/d/san-ysidro-el-cajon-bright-spacious/7181487076.html
2020-08-21 07:48:00,Sdsu/College Area,3+2 Apt right next to SDSU! GREAT Location! Call Today!,5650 Hardy Ave,apartment,3.0,2.0,,2650,https://sandiego.craigslist.org/csd/apa/d/san-diego-32-apt-right-next-to-sdsu/7171265163.html
2020-08-21 07:47:00,Sdsu/College,$0 APP FEE! READY NOW! 3+2 APT w/ PARKING! CALL TODAY!,5650 Hardy,apartment,3.0,2.0,,2650,https://sandiego.craigslist.org/csd/apa/d/san-diego-0-app-fee-ready-now-32-apt/7173029523.html
